,id,owner_1_score,RATE_owner_1,CAP_AMOUNT_owner_1,PERCENT_OWN_owner_1,owner_2_score,RATE_owner_2,CAP_AMOUNT_owner_2,PERCENT_OWN_owner_2,owner_3_score,RATE_owner_3,CAP_AMOUNT_owner_3,PERCENT_OWN_owner_3,years_in_business,RATE_ID_FOR_years_in_business,fsr,RATE_ID_FOR_fsr,location,RATE_ID_FOR_location,funded_last_30,RATE_ID_FOR_funded_last_30,judgement_lien_percent,RATE_ID_FOR_judgement_lien_percent,INPUT_VALUE_ID_FOR_judgement_lien_amount,RATE_ID_FOR_judgement_lien_amount,INPUT_VALUE_ID_FOR_judgement_lien_time,RATE_ID_FOR_judgement_lien_time,INPUT_VALUE_ID_FOR_num_negative_days,RATE_ID_FOR_num_negative_days,INPUT_VALUE_ID_FOR_num_deposits,RATE_ID_FOR_num_deposits,INPUT_VALUE_ID_FOR_monthly_gross,RATE_ID_FOR_monthly_gross,INPUT_VALUE_ID_FOR_average_ledger,RATE_ID_FOR_average_ledger,INPUT_VALUE_ID_FOR_fc_margin,RATE_ID_FOR_fc_margin,INPUT_VALUE_ID_FOR_tax_lien_amount,RATE_ID_FOR_tax_lien_amount,INPUT_VALUE_ID_FOR_tax_lien_percent,RATE_ID_FOR_tax_lien_percent,INPUT_VALUE_ID_FOR_tax_lien_count,RATE_ID_FOR_tax_lien_count,INPUT_VALUE_ID_FOR_current_position,RATE_ID_FOR_current_position,INPUT_VALUE_ID_FOR_avg_net_deposits,RATE_ID_FOR_avg_net_deposits,INPUT_VALUE_ID_FOR_industry_type,RATE_ID_FOR_industry_type,INPUT_VALUE_owner_4,RATE_owner_4,CAP_AMOUNT_owner_4,PERCENT_OWN_owner_4,deal_application_thread_id,completion_status
275,1389,703,A,150000,,,,,,,,,,,,73,,Home,A,N,,0,A,0,A,,,0,A,12.75,A,107027.25,A,36505.2275,A,0.34,A,0,A,0,A,0,A,1,A,107027.25,,preferred,,0,,,0,1362,Paid in full
1753,7571,595,B,100000,100,,,,,,,,,0.07,D,25,,Home,A,N,,0,A,0,A,,,0,A,0,C,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,595,B,100000,100,6593,Default
1638,6801,517,C,35000,100,,,,,,,,,39.36,A,74,,Verified,A,N,,0,A,0,A,,,0,A,7,R,27590.59667,A,3467.333333,A,0.13,A,0,A,0,A,0,A,1,A,27590.59667,,preferred,,517,C,35000,100,5998,Paid in full
901,4880,519,C,35000,100,,,,,,,,,2.99,A,6,,Home,A,N,,11.558,D,5583.333333,A,,,3.333333333,C,21,A,48308,A,3680,A,0.08,A,5583.333333,A,0.963,A,1,A,1,A,48308,,preferred,,519,C,35000,100,4604,Paid in full
1591,5150,684,A,150000,100,,,,,,,,,9.76,A,19,,Verified,A,N,,0,A,0,A,,,1.25,B,44.25,A,25058.165,A,879.75,D,0.04,A,0,A,0,A,0,A,0,A,25058.165,,preferred,,684,A,150000,100,4755,Paid in full
1073,7969,635,B,100000,100,,,,,,,,,4.14,A,45,,Verified,A,N,,0,A,0,A,,,0,A,8.8,C,230258.412,A,6000,A,0.03,A,0,A,0,A,0,A,1,A,230258.412,,capped,,635,B,100000,100,6894,Paid in full
885,5769,658,A,150000,100,,,,,,,,,17.04,A,4,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,658,A,150000,100,5215,Paid in full
1463,5052,655,A,150000,100,,,,,,,,,3.65,A,69,,Verified,A,N,,0,A,0,A,,,3,C,146,A,128530.3267,A,8777.266667,A,0.07,A,0,A,0,A,0,A,2,C,128530.3267,,preferred,,655,A,150000,100,4666,Paid in full
38,197,650,A,150000,100,,,,,,,,,16.48,A,,,Home,A,N,,0,A,0,A,,,3,C,42.75,A,55587.035,A,6067.8925,A,0.11,A,0,A,0,A,0,A,2,C,55587.035,,preferred,,650,A,150000,,202,Paid in full
848,6243,568,B,100000,100,,,,,,,,,3.42,A,86,,Verified,A,N,,0,A,0,A,,,0.142857143,A,19.71428571,A,86904.42857,A,19131.85714,A,0.22,A,0,A,0,A,0,A,2,C,86904.42857,,preferred,,568,B,100000,100,5521,Paid in full
1584,6386,672,A,150000,100,,,,,,,,,2.38,A,37,,Verified,A,N,,0,A,0,A,,,0,A,6.857142857,R,145602.4286,A,39317,A,0.27,A,0,A,0,A,0,A,1,A,145602.4286,,capped,,672,A,150000,100,5598,Paid off with renewal
1946,8792,663,A,150000,100,,,,,,,,,6.88,A,5,,Unknown,,N,,0,A,0,A,,,3.5,C,25.5,A,68157.575,A,2320.4825,A,0.03,A,0,A,0,A,0,A,0,A,68157.575,,preferred,,663,A,150000,100,7093,Default
586,3217,677,A,150000,100,,,,,,,,,11.51,A,,,Home,A,N,,0,A,0,A,,,0.5,A,35.75,A,92250.25,A,9163.98,A,0.1,A,0,A,0,A,0,A,1,A,92250.25,,preferred,,677,A,150000,100,3381,Default
1739,6377,672,A,150000,100,,,,,,,,,2.38,A,37,,Home,A,N,,0,A,0,A,,,0,A,6.857142857,R,145602.4286,A,39317,A,0.27,A,0,A,0,A,0,A,2,C,145602.4286,,preferred,,672,A,150000,100,5598,Paid off with renewal
382,2183,581,B,100000,33,541,C,35000,33,,,,,2.38,A,55,,Verified,A,N,,0,A,0,A,,,3.666666667,C,77.33333333,A,44091,A,945,D,0.02,A,0,A,0,A,0,A,0,A,44091,,preferred,,561,B,100000,66,2187,Paid in full
465,3510,582,B,100000,100,,,,,,,,,1.12,B,,,Verified,A,N,,0,A,0,A,,,0,A,13.25,A,32607.6475,A,1000,A,0.03,A,0,A,0,A,0,A,1,A,32607.6475,,standard,,582,B,100000,100,3605,Default
343,2047,690,A,150000,33.3,717,A,150000,33.3,,,,,30.28,A,80,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,703,A,150000,66.6,2131,Default
1859,8876,707,A,150000,100,,,,,,,,,87.12,A,,,Home,A,N,,0,A,0,A,,,0,A,0,C,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,707,A,150000,100,7541,Paid off with renewal
1336,3259,9002,R,,100,,,,,,,,,0.93,C,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,9002,R,,100,3435,Paid off with renewal
1854,8769,741,A,150000,100,,,,,,,,,12.28,A,65,,Verified,A,N,,0,A,0,A,,,0,A,10,C,828338.75,A,387205.25,A,0.47,A,0,A,0,A,0,A,1,A,828338.75,,preferred,,741,A,150000,100,7477,Default
66,148,620,A,150000,0,,,,0,,,,0,8.13,A,,,Home,,N,,0,A,0,A,,,0,A,73.25,A,0,D,27761,A,0,D,0,A,0,A,0,A,2,C,130551.27,,preferred,,,,,,153,Paid off with renewal
1229,3055,760,A,150000,100,,,,,,,,,20.96,A,88,,Verified,A,N,,0,A,0,A,,,1,A,15.33333333,A,234181.3767,A,22837.68333,A,0.1,A,0,A,0,A,0,A,1,A,234181.3767,,preferred,,760,A,150000,100,3174,Paid in full
1518,4978,667,A,150000,100,,,,,,,,,8.79,A,71,,Home,A,N,,0,A,0,A,,,0.25,A,4.75,R,30760,A,12656.5,A,0.41,A,0,A,0,A,0,A,0,A,30760,,preferred,,667,A,150000,100,4638,Paid in full
338,1919,616,A,150000,80,613,A,150000,20,,,,,20.53,A,69,,Verified,A,N,,0,A,0,A,,,0.5,A,84,A,52337.25,A,3688.25,A,0.07,A,0,A,0,A,0,A,1,A,52337.25,,preferred,,615,A,150000,100,1971,Paid off with renewal
1250,3500,582,B,100000,100,,,,,,,,,1.11,B,,,Verified,A,N,,0,A,0,A,,,0,A,13.25,A,32607.6475,A,1000,A,0.03,A,0,A,0,A,0,A,1,A,32607.6475,,preferred,,582,B,100000,100,3605,Default
1505,4047,620,A,150000,100,,,,,,,,,1.23,B,47,,Verified,A,N,,0,A,0,A,,,2,B,8.25,R,41695.75,A,4509.75,A,0.11,A,0,A,0,A,0,A,0,A,41695.75,,preferred,,620,A,150000,100,4052,Paid in full
642,4529,500,C,35000,100,,,,,,,,,6.98,A,6,,Verified,A,N,,0,A,0,A,,,1,A,23.75,A,103631.675,A,5852.5125,A,0.06,A,0,A,0,A,0,A,2,C,103631.675,,preferred,,500,C,35000,100,4468,Default
289,1474,586,B,100000,100,,,,,,,,,10.39,A,6,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,586,B,100000,100,1438,Paid off with renewal
433,2115,666,A,150000,,,,,,,,,,,,28,,Verified,A,N,,0,A,0,A,,,0,A,14.6,A,64185.2,A,36255,A,0.56,A,0,A,0,A,0,A,2,C,64185.2,,preferred,,0,,,0,2211,Default
148,722,620,A,150000,100,,,,,,,,,109.24,A,,,Verified,A,N,,0,A,0,A,,,0,A,26,A,277388.564,A,5000,A,0.02,A,0,A,0,A,0,A,2,C,277388.564,,preferred,,620,A,150000,100,576,Paid in full
852,5867,625,A,150000,100,,,,,,,,,1.65,B,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,625,A,150000,100,5299,Paid in full
1502,3921,638,A,150000,100,,,,,,,,,6.94,A,5,,Verified,A,N,,0,A,0,A,,,1.333333333,B,9,R,10418.33333,D,872.3333333,D,0.08,A,0,A,0,A,0,A,0,A,10418.33333,,preferred,,638,A,150000,100,3934,Default
1325,3704,544,C,35000,100,,,,,,,,,4.94,A,18,,Unknown,,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,544,C,35000,100,3792,Default
686,3473,688,A,150000,100,,,,,,,,,11.82,A,56,,Verified,A,N,,4.154,B,7666.666667,A,,,0,A,83.66666667,A,184539.93,A,27124.04,A,0.15,A,7666.666667,A,0.346,A,2,B,4,D,184539.93,,preferred,,688,A,150000,100,3521,Default
227,1005,744,A,150000,90,813,A,150000,10,,,,,4.2,A,47,,Verified,A,N,,0,A,0,A,,,0,A,125,A,102433.25,A,12222.5,A,0.12,A,0,A,0,A,0,A,0,A,102433.25,,capped,,750,A,150000,100,811,Paid in full
724,4292,594,B,100000,100,,,,,,,,,31.22,A,6,,Home,A,N,,0,A,0,A,,,0,A,23,A,79738.24667,A,3652.333333,A,0.05,A,0,A,0,A,0,A,0,A,79738.24667,,preferred,,594,B,100000,100,4245,Default
149,727,648,A,150000,100,,,,,,,,,12.25,A,9,,Verified,A,N,,0,A,0,A,,,2.333333333,C,161.1666667,A,354523.3333,A,5036.333333,A,0.01,A,0,A,0,A,0,A,1,A,354523.3333,,preferred,,648,A,150000,100,586,Paid in full
1236,2243,687,A,150000,100,,,,,,,,,4.26,A,,,Verified,A,N,,0,A,0,A,,,0,A,8.666666667,R,111407.6667,A,39669.33333,A,0.36,A,0,A,0,A,0,A,1,A,111407.6667,,preferred,,687,A,150000,100,2311,Paid in full
975,6507,561,B,100000,50,9002,R,,50,,,,,5.88,A,74,,Home,A,N,,0,A,0,A,,,0.333333333,A,64,A,23972,A,1325.333333,A,0.06,A,0,A,0,A,0,A,1,A,23972,,preferred,,4781,R,,100,5641,Paid off with renewal
1125,8798,663,A,150000,100,,,,,,,,,6.88,A,5,,Verified,A,N,,0,A,0,A,,,2.333333333,C,24.66666667,A,76599.76667,A,2664.31,A,0.03,A,0,A,0,A,0,A,0,A,76599.76667,,preferred,,663,A,150000,100,7093,Default
2005,9789,764,A,150000,100,,,,,,,,,1.88,B,38,,Home,A,N,,0,A,0,A,,,0,A,18.44444444,B,463732.7533,A,130222.2222,A,0.28,A,0,A,0,A,0,A,1,A,463732.7533,,capped,,764,A,150000,100,7964,Paid off with renewal
1310,3359,623,A,150000,100,,,,,,,,,4.72,A,86,,Home,A,N,,0,A,0,A,,,0,A,17,A,43919.5,A,2260.5,A,0.05,A,0,A,0,A,0,A,1,A,43919.5,,preferred,,623,A,150000,100,3515,Paid off with renewal
605,3540,696,A,150000,50,680,A,150000,50,,,,,3.85,A,,,Verified,A,N,,0,A,0,A,,,0,A,2.5,R,309294.75,A,557187.5,A,1.8,A,0,A,0,A,0,A,0,A,309294.75,,preferred,,688,A,150000,100,3664,Default
587,3358,623,A,150000,100,,,,,,,,,4.77,A,86,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,623,A,150000,100,3515,Paid off with renewal
1356,4526,500,C,35000,100,,,,,,,,,6.98,A,6,,Verified,A,N,,0,A,0,A,,,1,A,23.75,A,103631.675,A,5852.5125,A,0.06,A,0,A,0,A,0,A,1,A,103631.675,,preferred,,500,C,35000,100,4468,Default
737,5217,693,A,150000,100,,,,,,,,,4.34,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,693,A,150000,100,4821,Paid in full
488,3406,623,A,150000,100,,,,,,,,,4.83,A,85,,Verified,A,N,,0,A,0,A,,,0,A,56,A,68113.33333,A,3257.333333,A,0.05,A,0,A,0,A,0,A,1,A,68113.33333,,preferred,,623,A,150000,100,3550,Paid in full
1815,8202,829,A,150000,100,,,,,,,,,2.13,A,47,,Verified,A,N,,0,A,0,A,,,0,A,46.66666667,A,61366,A,9521.666667,A,0.16,A,0,A,0,A,0,A,1,A,61366,,preferred,,829,A,150000,100,7064,Paid in full
659,3735,738,A,150000,100,,,,,,,,,32.55,A,31,,Verified,A,N,,0,A,0,A,,,0,A,5.8,R,182863,A,47566.4,A,0.26,A,0,A,0,A,0,A,1,A,182863,,preferred,,738,A,150000,100,3505,Default
1433,4506,505,C,35000,100,,,,,,,,,6.98,A,6,,Verified,A,N,,0,A,0,A,,,0.666666667,A,16.66666667,A,109106,A,7333.333333,A,0.07,A,0,A,0,A,0,A,1,A,109106,,preferred,,505,C,35000,100,4468,Default
1047,7122,505,C,35000,100,,,,,,,,,7.07,A,,,Verified,A,N,,0,A,0,A,,,0.666666667,A,23.33333333,A,109106,A,7333.333333,A,0.07,A,0,A,0,A,0,A,1,A,109106,,preferred,,505,C,35000,100,1977,Paid off with renewal
1386,3368,738,A,150000,100,,,,,,,,,32.54,A,31,,Verified,A,N,,0,A,0,A,,,0,A,7.25,R,218328.75,A,59458,A,0.27,A,0,A,0,A,0,A,0,A,218328.75,,capped,,738,A,150000,100,3505,Default
113,798,666,A,150000,100,,,,,,,,,3.77,A,28,,Verified,A,N,,0,A,0,A,,,0,A,14.5,A,65731.5,A,42818.75,A,0.65,A,0,A,0,A,0,A,2,C,65731.5,,preferred,,666,A,150000,100,649,Paid off with renewal
1628,5937,623,A,150000,100,,,,,,,,,27.38,A,57,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,623,A,150000,100,5348,Default
1816,8237,663,A,150000,100,,,,,,,,,6.86,A,5,,Unknown,,N,,0,A,0,A,,,3.5,C,25.5,A,68157.575,A,2320.4825,A,0.03,A,0,A,0,A,0,A,2,C,68157.575,,preferred,,663,A,150000,100,7093,Default
308,1700,467,D,0,100,,,,,,,,,4.16,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,467,D,0,100,1707,Paid off with renewal
1959,10281,693,A,150000,100,,,,,,,,,2.78,A,5,,Home,A,N,,0,A,0,A,,,0,A,0,C,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,693,A,150000,100,8482,Paid off with renewal
265,1498,708,A,150000,100,,,,,,,,,12.39,A,72,,Verified,A,N,,0,A,0,A,,,3,C,16.25,A,215958.5,A,22176.5,A,0.1,A,0,A,0,A,0,A,2,C,215958.5,,preferred,,708,A,150000,100,1481,Paid off with renewal
1725,6639,625,A,150000,80,601,A,150000,20,,,,,8.05,A,69,,Verified,A,N,,0,A,0,A,,,1.142857143,B,74.85714286,A,47251.28571,A,2859.857143,A,0.06,A,0,A,0,A,0,A,2,C,47251.28571,,preferred,,620,A,150000,100,5892,Paid off with renewal
320,1761,674,A,150000,100,,,,,,,,,0.74,C,53,,Verified,A,N,,0,A,0,A,,,0.2,A,201,A,113396.4,A,5479.4,A,0.05,A,0,A,0,A,0,A,2,C,113396.4,,preferred,,674,A,150000,100,1807,Paid off with renewal
1389,3416,582,B,100000,100,,,,,,,,,1.11,B,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,582,B,100000,100,3605,Default
560,3216,677,A,150000,100,,,,,,,,,11.51,A,,,Home,A,N,,0,A,0,A,,,0.5,A,35.75,A,92250.25,A,9163.98,A,0.1,A,0,A,0,A,0,A,0,A,92250.25,,preferred,,677,A,150000,100,3381,Default
1574,6111,762,A,150000,100,,,,,,,,,3.74,A,47,,Home,A,N,,0,A,0,A,,,0,A,5,R,88578.75,A,17174,A,0.19,A,0,A,0,A,0,A,1,A,88578.75,,preferred,,762,A,150000,100,5297,Paid in full
1937,10403,558,C,35000,100,,,,,,,,,20.04,A,18,,Verified,A,N,,0,A,0,A,,,2,B,43.25,A,45207,A,1588.505,A,0.04,A,0,A,0,A,0,A,2,C,45207,,preferred,,558,C,35000,100,8546,Paid in full
1209,3462,595,B,100000,100,,,,,,,,,1.82,B,6,,Verified,A,N,,0,A,0,A,,,2.666666667,C,51.33333333,A,21287.33333,A,3424,A,0.16,A,0,A,0,A,0,A,1,A,21287.33333,,preferred,,595,B,100000,100,3561,Paid in full
1446,3978,566,B,100000,100,,,,,,,,,1.99,B,10,,Home,A,N,,0,A,0,A,,,4.333333333,D,45.66666667,A,133851.6667,A,6227.333333,A,0.05,A,0,A,0,A,0,A,0,A,133851.6667,,preferred,,566,B,100000,100,3997,Default
851,6505,561,B,100000,50,9002,R,,50,,,,,5.88,A,74,,Home,A,N,,0,A,0,A,,,0.333333333,A,64,A,23972,A,1325.333333,A,0.06,A,0,A,0,A,0,A,1,A,23972,,preferred,,4781,R,,100,5641,Paid off with renewal
63,213,700,A,150000,2,700,A,150000,64,,,,,23.48,A,,,Home,A,N,,0,A,0,A,,,0.25,A,103,A,306318.51,A,6357.25,A,0.02,A,0,A,0,A,0,A,0,A,306318.51,,preferred,,700,A,150000,,204,Paid in full
889,5522,599,B,100000,100,,,,,,,,,10.59,A,6,,Verified,A,N,,0,A,0,A,,,2.833333333,C,9.5,R,21274.91667,A,2580.5,A,0.12,A,0,A,0,A,0,A,0,A,21274.91667,,standard,,599,B,100000,100,5017,Paid in full
1541,5148,696,A,150000,25,697,A,150000,25,,,,,1.33,B,12,,Verified,A,N,,0,A,0,A,,,0.75,A,31.5,A,12995,A,0,D,0,D,0,A,0,A,0,A,0,A,12995,,preferred,,696,A,150000,50,4769,Paid in full
144,698,551,B,100000,100,,,,,,,,,1805.4,A,5,,Verified,A,N,,0,A,0,A,,,2.8,C,0,R,102124.8,A,4400,A,0.04,A,0,A,0,A,0,A,1,A,102124.8,,standard,,551,B,100000,100,429,Paid in full
219,974,744,A,150000,90,,,,,,,,,4.2,A,47,,Verified,A,N,,0,A,0,A,,,0,A,125,A,102433.25,A,12222.5,A,0.12,A,0,A,0,A,0,A,1,A,102433.25,,capped,,744,A,150000,90,811,Paid in full
1952,8963,649,A,150000,100,,,,,,,,,5.51,A,56,,Verified,A,N,,0,A,0,A,,,0,A,70.4,A,250811.8,A,22737.4,A,0.09,A,0,A,0,A,0,A,1,A,250811.8,,preferred,,649,A,150000,100,7602,Paid off with renewal
837,5115,696,A,150000,25,,,,25,,,,,1.33,B,12,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,696,A,150000,25,4769,Paid in full
928,5234,546,C,35000,100,560,B,100000,,,,,,14.9,A,80,,Verified,A,N,,0,A,0,A,,,0.4,A,18,A,55117,A,5851.4,A,0.11,A,0,A,0,A,0,A,1,A,55117,,preferred,,546,C,35000,100,4803,Default
1877,7652,595,B,100000,100,,,,,,,,,8,A,25,,Verified,A,N,,0,A,0,A,,,0,A,32.5,A,45681.75,A,17387,A,0.38,A,0,A,0,A,0,A,1,A,45681.75,,capped,,595,B,100000,100,6593,Default
650,4576,613,A,150000,100,,,,,,,,,6.89,A,,,Home,A,N,,0,A,0,A,,,4,C,33.25,A,50514.1175,A,5013.8075,A,0.1,A,0,A,0,A,0,A,0,A,50514.1175,,preferred,,613,A,150000,100,4439,Paid in full
1484,4330,548,C,35000,100,,,,,,,,,10.97,A,18,,Verified,A,N,,0,A,0,A,,,0,A,22.25,A,84411.35,A,8238.625,A,0.1,A,0,A,0,A,0,A,2,C,84411.35,,preferred,,548,C,35000,100,4267,Paid in full
58,403,586,B,100000,100,,,,,,,,,4.11,A,4,,Home,A,N,,0,A,0,A,,,0.6,A,5.4,R,112759.8,A,63689,A,0.56,A,0,A,0,A,0,A,1,A,112759.8,,preferred,,586,B,100000,100,324,Paid in full
1967,9370,667,A,150000,100,,,,,,,,,8.38,A,79,,Verified,A,N,,0,A,0,A,,,0,A,53.5,A,50127.5,A,22493.6475,A,0.45,A,0,A,0,A,0,A,2,C,50127.5,,preferred,,667,A,150000,100,7875,Paid in full
2,34,500,C,35000,0,,,,0,,,,0,11.09,A,2,D,,,N,,0,A,0,A,,,3.25,C,12.5,A,120347.5,A,5801.75,A,0.05,D,0,A,0,A,,,,,,,,,,,,,88,Paid in full
208,923,744,A,150000,90,,,,,,,,,4.2,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,744,A,150000,90,811,Paid in full
1961,9223,601,B,100000,100,,,,,,,,,3.94,A,26,,Verified,A,N,,0,A,0,A,,,1.5,B,18.25,B,78771.7,A,11854.6875,A,0.15,A,0,A,0,A,0,A,2,C,78771.7,,preferred,,601,B,100000,100,7777,Default
599,3159,641,A,150000,100,,,,,,,,,8.93,A,9,,Verified,A,N,,0,A,0,A,,,0.333333333,A,23.66666667,A,14586,A,3190.666667,A,0.22,A,0,A,0,A,0,A,0,A,14586,,preferred,,641,A,150000,100,3301,Paid in full
938,6591,653,A,150000,100,,,,,,,,,13.56,A,69,,Verified,A,N,,0,A,0,A,,,0.333333333,A,38,A,116809.6667,A,16420.66667,A,0.14,A,0,A,0,A,0,A,1,A,116809.6667,,preferred,,653,A,150000,100,5855,Default
1501,3829,621,A,150000,50,,,,50,,,,,2.79,A,9,,Verified,A,N,,0,A,0,A,,,0,A,38,A,59772.33333,A,4804.666667,A,0.08,A,0,A,0,A,0,A,1,A,59772.33333,,preferred,,621,A,150000,50,3891,Paid in full
251,1170,508,C,35000,90,613,A,150000,10,,,,,4.13,A,,,Verified,A,N,,0,A,0,A,,,0,A,0,R,201557.5,A,0,D,0,D,0,A,0,A,0,A,2,C,201557.5,,standard,,518,C,35000,100,935,Default
391,2743,718,A,150000,100,,,,,,,,,26.87,A,,,Verified,A,N,,3.951,B,7500,A,,,0.5,A,61.75,A,189827,A,6774.5,A,0.04,A,0,A,0,A,0,A,0,A,189827,,capped,,718,A,150000,100,2846,Default
1529,6123,582,B,100000,100,,,,,,,,,35.14,A,7,,Home,A,N,,0,A,0,A,,,0,A,11.75,A,77215.4975,A,7218.5375,A,0.09,A,0,A,0,A,0,A,0,A,77215.4975,,preferred,,582,B,100000,100,5507,Default
1299,3843,598,B,100000,100,,,,,,,,,4.28,A,,,Verified,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,598,B,100000,100,3898,Paid off with renewal
1372,3808,650,A,150000,100,650,A,150000,,,,,,31.55,A,75,,,,N,,0,A,0,A,,,0.25,A,18.5,A,40227.9575,A,2901.625,A,0.07,A,0,A,0,A,0,A,0,A,40227.9575,,,,650,A,150000,100,138,Paid in full
1130,9223,601,B,100000,100,,,,,,,,,3.94,A,26,,Verified,A,N,,0,A,0,A,,,1.5,B,18.25,B,78771.7,A,11854.6875,A,0.15,A,0,A,0,A,0,A,2,C,78771.7,,preferred,,601,B,100000,100,7777,Default
541,3456,682,A,150000,50,691,A,150000,50,,,,,24.11,A,75,,Home,A,N,,0,A,0,A,,,0.333333333,A,98.66666667,A,154156.8867,A,20540.18333,A,0.13,A,0,A,0,A,0,A,2,C,154156.8867,,preferred,,686,A,150000,100,3559,Paid in full
1760,7369,493,D,0,100,,,,,,,,,1.98,B,,,Verified,A,N,,0,A,0,A,,,0,A,7.272727273,C,40004.09091,A,506.9090909,D,0.01,A,0,A,0,A,0,A,2,C,40004.09091,,preferred,,493,D,0,100,2280,Paid in full
959,7238,675,A,150000,100,,,,,,,,,9.08,A,9,,Verified,A,N,,0,A,0,A,,,0,A,10,R,245235.25,A,20719,A,0.08,A,0,A,0,A,0,A,0,A,245235.25,,preferred,,675,A,150000,100,6343,Default
1222,3730,639,A,150000,100,,,,,,,,,12.4,A,5,,Verified,A,N,,0,A,0,A,,,1.666666667,B,30.33333333,A,45308.33333,A,1591.333333,A,0.04,A,0,A,0,A,0,A,1,A,45308.33333,,preferred,,639,A,150000,100,3822,Paid in full
17,214,632,A,150000,50,669,A,150000,50,,,,,8.47,A,,,Home,A,N,,0,A,0,A,,,0,A,6.75,R,33005.0975,A,6198.4175,A,0.19,A,0,A,0,A,0,A,0,A,33005.0975,,preferred,,650,A,150000,,203,Paid in full
542,3527,684,A,150000,100,,,,,,,,,0.27,D,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,684,A,150000,100,3634,Paid in full
1777,6760,684,A,150000,100,,,,,,,,,5.53,A,5,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,684,A,150000,100,6035,Paid via discounted payoff
1010,6336,672,A,150000,100,,,,,,,,,2.38,A,37,,Home,A,N,,0,A,0,A,,,0,A,7.333333333,R,132328.2833,A,33667.99,A,0.25,A,0,A,0,A,0,A,2,C,132328.2833,,preferred,,672,A,150000,100,5598,Paid off with renewal
575,3500,582,B,100000,100,,,,,,,,,1.11,B,,,Verified,A,N,,0,A,0,A,,,0,A,13.25,A,32607.6475,A,1000,A,0.03,A,0,A,0,A,0,A,1,A,32607.6475,,preferred,,582,B,100000,100,3605,Default
281,1476,586,B,100000,100,,,,,,,,,10.39,A,6,,Verified,A,N,,0,A,0,A,,,3.25,C,10.75,R,24626,A,2782,A,0.11,A,0,A,0,A,0,A,0,A,24626,,standard,,586,B,100000,100,1438,Paid off with renewal
1376,4072,713,A,150000,100,,,,,,,,,21.56,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,713,A,150000,100,4124,Paid off with renewal
1280,3550,445,D,0,100,,,,,,,,,26.95,A,,,Home,A,N,,0,A,0,A,,,0,A,38.75,A,112603.02,A,40234.6875,A,0.36,A,0,A,0,A,0,A,0,A,112603.02,,preferred,,445,D,0,100,3630,Paid off with renewal
1113,7116,551,B,100000,100,,,,,,,,,4.5,A,5,,Verified,A,N,,0,A,0,A,,,4.666666667,D,0,R,110104,A,3833.333333,A,0.03,A,0,A,0,A,0,A,1,A,110104,,standard,,551,B,100000,100,429,Paid in full
1658,6309,672,A,150000,100,,,,,,,,,2.2,A,,,Home,A,N,,0,A,0,A,,,0,A,0,R,0,D,0,D,0,D,0,A,0,A,0,A,0,A,0,,preferred,,672,A,150000,100,5598,Paid off with renewal
